utcDate,matchday,status,homeTeam,awayTeam,homeGoals,awayGoals,winner
2024-08-09T19:00:00Z,1.0,FINISHED,Blackburn Rovers FC,Derby County FC,4,2,HOME_TEAM
2024-08-09T19:00:00Z,1.0,FINISHED,Preston North End FC,Sheffield United FC,0,2,AWAY_TEAM
2024-08-10T11:30:00Z,1.0,FINISHED,Cardiff City FC,Sunderland AFC,0,2,AWAY_TEAM
2024-08-10T11:30:00Z,1.0,FINISHED,Hull City AFC,Bristol City FC,1,1,DRAW
2024-08-10T11:30:00Z,1.0,FINISHED,Leeds United FC,Portsmouth FC,3,3,DRAW
2024-08-10T11:30:00Z,1.0,FINISHED,Middlesbrough FC,Swansea City AFC,1,0,HOME_TEAM
2024-08-10T11:30:00Z,1.0,FINISHED,Millwall FC,Watford FC,2,3,AWAY_TEAM
2024-08-10T11:30:00Z,1.0,FINISHED,Oxford United FC,Norwich City FC,2,0,HOME_TEAM
2024-08-10T11:30:00Z,1.0,FINISHED,Queens Park Rangers FC,West Bromwich Albion FC,1,3,AWAY_TEAM
2024-08-10T11:30:00Z,1.0,FINISHED,Stoke City FC,Coventry City FC,1,0,HOME_TEAM
2024-08-11T15:00:00Z,1.0,FINISHED,Sheffield Wednesday FC,Plymouth Argyle FC,4,0,HOME_TEAM
2024-08-12T19:00:00Z,1.0,FINISHED,Luton Town FC,Burnley FC,1,4,AWAY_TEAM
2024-08-16T19:00:00Z,2.0,FINISHED,Coventry City FC,Oxford United FC,3,2,HOME_TEAM
2024-08-17T11:30:00Z,2.0,FINISHED,Derby County FC,Middlesbrough FC,1,0,HOME_TEAM
2024-08-17T11:30:00Z,2.0,FINISHED,Portsmouth FC,Luton Town FC,0,0,DRAW
2024-08-17T11:30:00Z,2.0,FINISHED,West Bromwich Albion FC,Leeds United FC,0,0,DRAW
2024-08-17T14:00:00Z,2.0,FINISHED,Bristol City FC,Millwall FC,4,3,HOME_TEAM
2024-08-17T14:00:00Z,2.0,FINISHED,Burnley FC,Cardiff City FC,5,0,HOME_TEAM
2024-08-17T14:00:00Z,2.0,FINISHED,Norwich City FC,Blackburn Rovers FC,2,2,DRAW
2024-08-17T14:00:00Z,2.0,FINISHED,Plymouth Argyle FC,Hull City AFC,1,1,DRAW
2024-08-17T14:00:00Z,2.0,FINISHED,Sheffield United FC,Queens Park Rangers FC,2,2,DRAW
2024-08-17T14:00:00Z,2.0,FINISHED,Swansea City AFC,Preston North End FC,3,0,HOME_TEAM
2024-08-17T14:00:00Z,2.0,FINISHED,Watford FC,Stoke City FC,3,0,HOME_TEAM
2024-08-18T11:00:00Z,2.0,FINISHED,Sunderland AFC,Sheffield Wednesday FC,4,0,HOME_TEAM
2024-08-23T19:00:00Z,3.0,FINISHED,Sheffield Wednesday FC,Leeds United FC,0,2,AWAY_TEAM
2024-08-24T11:30:00Z,3.0,FINISHED,Bristol City FC,Coventry City FC,1,1,DRAW
2024-08-24T11:30:00Z,3.0,FINISHED,Hull City AFC,Millwall FC,0,0,DRAW
2024-08-24T11:30:00Z,3.0,FINISHED,Queens Park Rangers FC,Plymouth Argyle FC,1,1,DRAW
2024-08-24T14:00:00Z,3.0,FINISHED,Watford FC,Derby County FC,2,1,HOME_TEAM
2024-08-24T14:00:00Z,3.0,FINISHED,Blackburn Rovers FC,Oxford United FC,2,1,HOME_TEAM
2024-08-24T14:00:00Z,3.0,FINISHED,Middlesbrough FC,Portsmouth FC,2,2,DRAW
2024-08-24T14:00:00Z,3.0,FINISHED,Norwich City FC,Sheffield United FC,1,1,DRAW
2024-08-24T14:00:00Z,3.0,FINISHED,Preston North End FC,Luton Town FC,1,0,HOME_TEAM
2024-08-24T14:00:00Z,3.0,FINISHED,Stoke City FC,West Bromwich Albion FC,1,2,AWAY_TEAM
2024-08-24T14:00:00Z,3.0,FINISHED,Sunderland AFC,Burnley FC,1,0,HOME_TEAM
2024-08-25T14:00:00Z,3.0,FINISHED,Swansea City AFC,Cardiff City FC,1,1,DRAW
2024-08-30T19:00:00Z,4.0,FINISHED,Luton Town FC,Queens Park Rangers FC,1,2,AWAY_TEAM
2024-08-31T11:30:00Z,4.0,FINISHED,Burnley FC,Blackburn Rovers FC,1,1,DRAW
2024-08-31T11:30:00Z,4.0,FINISHED,Cardiff City FC,Middlesbrough FC,0,2,AWAY_TEAM
2024-08-31T11:30:00Z,4.0,FINISHED,Coventry City FC,Norwich City FC,0,1,AWAY_TEAM
2024-08-31T14:00:00Z,4.0,FINISHED,Derby County FC,Bristol City FC,3,0,HOME_TEAM
2024-08-31T14:00:00Z,4.0,FINISHED,Leeds United FC,Hull City AFC,2,0,HOME_TEAM
2024-08-31T14:00:00Z,4.0,FINISHED,Millwall FC,Sheffield Wednesday FC,3,0,HOME_TEAM
2024-08-31T14:00:00Z,4.0,FINISHED,Oxford United FC,Preston North End FC,3,1,HOME_TEAM
2024-08-31T14:00:00Z,4.0,FINISHED,Plymouth Argyle FC,Stoke City FC,0,1,AWAY_TEAM
2024-08-31T14:00:00Z,4.0,FINISHED,Portsmouth FC,Sunderland AFC,1,3,AWAY_TEAM
2024-08-31T14:00:00Z,4.0,FINISHED,West Bromwich Albion FC,Swansea City AFC,1,0,HOME_TEAM
2024-09-01T14:00:00Z,4.0,FINISHED,Sheffield United FC,Watford FC,1,0,HOME_TEAM
2024-09-13T19:00:00Z,5.0,FINISHED,Hull City AFC,Sheffield United FC,0,2,AWAY_TEAM
2024-09-14T11:30:00Z,5.0,FINISHED,Leeds United FC,Burnley FC,0,1,AWAY_TEAM
2024-09-14T11:30:00Z,5.0,FINISHED,Millwall FC,Luton Town FC,0,1,AWAY_TEAM
2024-09-14T11:30:00Z,5.0,FINISHED,Oxford United FC,Stoke City FC,1,0,HOME_TEAM
2024-09-14T14:00:00Z,5.0,FINISHED,Blackburn Rovers FC,Bristol City FC,3,0,HOME_TEAM
2024-09-14T14:00:00Z,5.0,FINISHED,Derby County FC,Cardiff City FC,1,0,HOME_TEAM
2024-09-14T14:00:00Z,5.0,FINISHED,Middlesbrough FC,Preston North End FC,1,1,DRAW
2024-09-14T14:00:00Z,5.0,FINISHED,Plymouth Argyle FC,Sunderland AFC,3,2,HOME_TEAM
2024-09-14T14:00:00Z,5.0,FINISHED,Sheffield Wednesday FC,Queens Park Rangers FC,1,1,DRAW
2024-09-14T14:00:00Z,5.0,FINISHED,Swansea City AFC,Norwich City FC,1,0,HOME_TEAM
2024-09-14T14:00:00Z,5.0,FINISHED,Watford FC,Coventry City FC,1,1,DRAW
2024-09-15T14:00:00Z,5.0,FINISHED,Portsmouth FC,West Bromwich Albion FC,0,3,AWAY_TEAM
2024-09-20T19:00:00Z,6.0,FINISHED,Stoke City FC,Hull City AFC,1,3,AWAY_TEAM
2024-09-21T11:30:00Z,6.0,FINISHED,Norwich City FC,Watford FC,4,1,HOME_TEAM
